Zeit;Kanal A
(ms);(mV)

4.59175109;-9.12278500
4.59675109;-8.56422200
4.60175109;-7.81988100
4.60675109;-7.26131900
4.61175109;-6.88853300
4.61675109;-7.26131900
4.62175109;-5.95780000
4.62675109;-5.39923700
4.63175109;-4.84067400
4.63675109;-5.02706700
4.64175109;-4.65428200
4.64675109;-5.02706700
4.65175109;-4.28211100
4.65675109;-3.90994000
4.66175109;-3.53715500
4.66675109;-4.09571800
4.67175108;-4.46850300
4.67675108;-4.46850300
4.68175108;-5.39923700
4.68675108;-5.02706700
4.69175108;-5.39923700
4.69675108;-5.95780000
4.70175108;-5.77140700
4.70675108;-4.84067400
4.71175108;-5.39923700
4.71675108;-5.77140700
4.72175108;-5.95780000
4.72675108;-5.77140700
4.73175108;-6.32997000
4.73675108;-6.70275500
4.74175108;-7.44709600
4.74675108;-7.26131900
4.75175108;-8.75061500
4.75675108;-9.12278500
4.76175108;-10.05413000
4.76675108;-10.23991000
4.77175108;-10.79847000
4.77675108;-11.35704000
4.78175108;-11.54343000
4.78675108;-11.35704000
4.79175108;-12.47478000
4.79675108;-12.47478000
4.80175108;-12.28839000
4.80675108;-10.42630000
4.81175108;-11.91621000
4.81675108;-10.61270000
4.82175108;-10.98487000
4.82675108;-10.79847000
4.83175108;-10.61270000
4.83675108;-9.86774200
4.84175108;-8.75061500
4.84675108;-8.00565900
4.85175108;-6.32997000
4.85675108;-5.95780000
4.86175108;-5.02706700
4.86675108;-4.28211100
4.87175108;-2.23425200
4.87675108;-1.67568900
4.88175108;-1.30290300
4.88675108;-0.93073320
4.89175108;-0.37217020
4.89675108;-0.74434050
4.90175108;-1.11712600
4.90675108;-0.74434050
4.91175108;-1.67568900
4.91675108;-2.60642200
4.92175108;-3.35137800
4.92675108;-4.09571800
4.93175108;-3.53715500
4.93675108;-3.90994000
4.94175108;-3.72354800
4.94675108;-3.53715500
4.95175108;-4.09571800
4.95675108;-3.16498500
4.96175108;-2.79281500
4.96675108;-1.86146600
4.97175108;-1.30290300
4.97675108;0.00000000
4.98175108;0.18577760
4.98675108;0.93073320
4.99175108;2.97859200
4.99675108;4.09571800
5.00175108;5.39923700
5.00675108;5.95780000
5.01175108;6.14419300
5.01675108;8.19205200
5.02175108;7.63348900
5.02675108;8.75061500
5.03175108;8.19205200
5.03675108;7.63348900
5.04175108;5.77140700
5.04675108;6.51636300
5.05175108;4.65428200
5.05675108;5.21284400
5.06175108;2.79281500
5.06675107;2.60642200
5.07175107;0.74434050
5.07675107;1.48929600
5.08175107;0.00000000
5.08675107;0.55856290
5.09175107;0.55856290
5.09675107;0.37217020
5.10175107;0.18577760
5.10675107;1.11712600
5.11175107;1.48929600
5.11675107;2.04785900
5.12175107;2.79281500
5.12675107;3.35137800
5.13175107;3.16498500
5.13675107;3.53715500
5.14175107;5.21284400
5.14675107;6.88853300
5.15175107;5.21284400
5.15675107;4.28211100
5.16175107;4.84067400
5.16675107;5.58562900
5.17175107;6.14419300
5.17675107;6.14419300
5.18175107;5.77140700
5.18675107;6.32997000
5.19175107;6.70275500
5.19675107;6.70275500
5.20175107;6.70275500
5.20675107;6.14419300
5.21175107;6.51636300
5.21675107;6.51636300
5.22175107;4.28211100
5.22675107;4.65428200
5.23175107;4.46850300
5.23675107;4.28211100
5.24175107;3.35137800
5.24675107;4.09571800
5.25175107;2.97859200
5.25675107;4.09571800
5.26175107;3.90994000
5.26675107;4.84067400
5.27175107;5.58562900
5.27675107;6.88853300
5.28175107;8.19205200
5.28675107;8.56422200
5.29175107;8.56422200
5.29675107;10.79847000
5.30175107;10.79847000
5.30675107;12.10199000
5.31175107;12.10199000
5.31675107;13.03334000
5.32175107;13.59190000
5.32675107;14.15047000
5.33175107;13.03334000
5.33675107;13.03334000
5.34175107;12.10199000
5.34675107;12.28839000
5.35175107;11.54343000
5.35675107;11.54343000
5.36175107;10.79847000
5.36675107;10.79847000
5.37175107;9.68134800
5.37675107;10.23991000
5.38175107;8.93700700
5.38675107;8.93700700
5.39175107;7.63348900
5.39675107;8.37844500
5.40175107;8.37844500
5.40675107;7.44709600
5.41175107;7.26131900
5.41675107;7.44709600
5.42175107;7.44709600
5.42675107;6.32997000
5.43175107;6.14419300
5.43675107;6.14419300
5.44175107;4.84067400
5.44675107;5.58562900
5.45175107;4.65428200
5.45675107;5.02706700
5.46175107;4.84067400
5.46675106;4.28211100
5.47175106;5.21284400
5.47675106;5.21284400
5.48175106;5.77140700
5.48675106;5.02706700
5.49175106;5.21284400
5.49675106;4.84067400
5.50175106;5.58562900
5.50675106;5.77140700
5.51175106;4.84067400
5.51675106;5.21284400
5.52175106;4.65428200
5.52675106;4.84067400
5.53175106;4.46850300
5.53675106;3.90994000
5.54175106;3.72354800
5.54675106;3.72354800
5.55175106;3.53715500
5.55675106;3.90994000
5.56175106;3.90994000
5.56675106;3.16498500
5.57175106;4.28211100
5.57675106;4.09571800
5.58175106;3.53715500
5.58675106;3.90994000
5.59175106;1.86146600
5.59675106;4.09571800
5.60175106;3.35137800
5.60675106;3.53715500
5.61175106;2.97859200
5.61675106;3.16498500
5.62175106;2.42002900
5.62675106;3.72354800
5.63175106;2.97859200
5.63675106;3.16498500
5.64175106;3.35137800
5.64675106;1.48929600
5.65175106;1.11712600
5.65675106;0.93073320
5.66175106;0.18577760
5.66675106;0.37217020
5.67175106;-1.86146600
5.67675106;-2.04785900
5.68175106;-2.79281500
5.68675106;-3.90994000
5.69175106;-4.84067400
5.69675106;-5.77140700
5.70175106;-7.63348900
5.70675106;-8.75061500
5.71175106;-9.86774200
5.71675106;-11.35704000
5.72175106;-12.28839000
5.72675106;-13.59190000
5.73175106;-14.33624000
5.73675106;-14.70903000
5.74175106;-15.08120000
5.74675106;-13.77768000
5.75175106;-13.59190000
5.75675106;-10.98487000
5.76175106;-9.86774200
5.76675106;-6.32997000
5.77175106;-3.90994000
5.77675106;-1.30290300
5.78175106;1.11712600
5.78675106;3.53715500
5.79175106;5.21284400
5.79675106;6.70275500
5.80175106;6.51636300
5.80675106;7.07492600
5.81175106;4.46850300
5.81675106;4.28211100
5.82175106;2.79281500
5.82675106;1.67568900
5.83175106;0.00000000
5.83675106;-2.04785900
5.84175106;-1.30290300
5.84675106;-2.42002900
5.85175106;-1.86146600
5.85675106;-1.48929600
5.86175105;-0.74434050
5.86675105;-0.55856290
5.87175105;1.11712600
5.87675105;1.48929600
5.88175105;2.79281500
5.88675105;2.04785900
5.89175105;3.72354800
5.89675105;4.46850300
5.90175105;4.65428200
5.90675105;4.65428200
5.91175105;4.84067400
5.91675105;4.09571800
5.92175105;3.90994000
5.92675105;3.72354800
5.93175105;3.35137800
5.93675105;2.23425200
5.94175105;2.79281500
5.94675105;2.60642200
5.95175105;1.11712600
5.95675105;2.04785900
5.96175105;1.86146600
5.96675105;1.67568900
5.97175105;0.93073320
5.97675105;0.55856290
5.98175105;-0.18577760
5.98675105;-1.11712600
5.99175105;-2.42002900
5.99675105;-3.16498500
6.00175105;-4.65428200
6.00675105;-7.44709600
6.01175105;-6.32997000
6.01675105;-7.26131900
6.02175105;-8.00565900
6.02675105;-8.75061500
6.03175105;-8.00565900
6.03675105;-8.56422200
6.04175105;-8.75061500
6.04675105;-7.26131900
6.05175105;-7.44709600
6.05675105;-6.51636300
6.06175105;-6.14419300
6.06675105;-5.39923700
6.07175105;-5.95780000
6.07675105;-5.02706700
6.08175105;-4.65428200
6.08675105;-4.84067400
6.09175105;-4.09571800
6.09675105;-4.09571800
6.10175105;-4.09571800
6.10675105;-4.46850300
6.11175105;-4.84067400
6.11675105;-4.84067400
6.12175105;-4.46850300
6.12675105;-5.02706700
6.13175105;-5.39923700
6.13675105;-5.58562900
6.14175105;-5.39923700
6.14675105;-5.95780000
6.15175105;-5.77140700
6.15675105;-6.14419300
6.16175105;-7.26131900
6.16675105;-6.51636300
6.17175105;-6.88853300
6.17675105;-6.70275500
6.18175105;-9.12278500
6.18675105;-8.75061500
6.19175105;-9.68134800
6.19675105;-9.68134800
6.20175105;-10.42630000
6.20675105;-10.79847000
6.21175105;-11.91621000
6.21675105;-11.54343000
6.22175105;-11.91621000
6.22675105;-11.91621000
6.23175105;-13.40551000
6.23675105;-13.03334000
6.24175105;-12.47478000
6.24675105;-12.84695000
6.25175105;-12.28839000
6.25675104;-12.84695000
6.26175104;-12.66056000
6.26675104;-11.91621000
6.27175104;-12.28839000
6.27675104;-11.35704000
6.28175104;-11.54343000
6.28675104;-10.42630000
6.29175104;-10.98487000
6.29675104;-9.49557100
6.30175104;-8.56422200
6.30675104;-7.07492600
6.31175104;-6.88853300
6.31675104;-5.39923700
6.32175104;-5.02706700
6.32675104;-3.35137800
6.33175104;-3.53715500
